,Brand_Name,Product_Description,Product_Detail_Description,Discounted_Price,Original_Price,Discount_Percent,Links_of_the_Product_Images,Links_of_the_Product_Zoomed_Images
128,Roadster,Printed Round Neck Pure Cotton T-shirt,Roadster Men Grey  Black Printed Round Neck Pure Cotton T-shirt,Rs. 384,Rs. 1099,(65% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10938454/2020/3/5/50c51d05-f1ba-44a0-9794-0467d36a2a6d1583385471477-Roadster-Men-Grey--Black-Printed-Round-Neck-T-shirt-75115833-1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/10938454/2020/3/5/50c51d05-f1ba-44a0-9794-0467d36a2a6d1583385471477-Roadster-Men-Grey--Black-Printed-Round-Neck-T-shirt-75115833-1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/10938454/2020/3/5/50c51d05-f1ba-44a0-9794-0467d36a2a6d1583385471477-Roadster-Men-Grey--Black-Printed-Round-Neck-T-shirt-75115833-1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/10938454/2020/3/5/50c51d05-f1ba-44a0-9794-0467d36a2a6d1583385471477-Roadster-Men-Grey--Black-Printed-Round-Neck-T-shirt-75115833-1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/10938454/2020/3/5/50c51d05-f1ba-44a0-9794-0467d36a2a6d1583385471477-Roadster-Men-Grey--Black-Printed-Round-Neck-T-shirt-75115833-1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/10938454/2020/3/5/50c51d05-f1ba-44a0-9794-0467d36a2a6d1583385471477-Roadster-Men-Grey--Black-Printed-Round-Neck-T-shirt-75115833-1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/10938454/2020/3/5/50c51d05-f1ba-44a0-9794-0467d36a2a6d1583385471477-Roadster-Men-Grey--Black-Printed-Round-Neck-T-shirt-75115833-1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/10938454/2020/3/5/50c51d05-f1ba-44a0-9794-0467d36a2a6d1583385471477-Roadster-Men-Grey--Black-Printed-Round-Neck-T-shirt-75115833-1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/10938454/2020/3/5/50c51d05-f1ba-44a0-9794-0467d36a2a6d1583385471477-Roadster-Men-Grey--Black-Printed-Round-Neck-T-shirt-75115833-1.jpg 2.8x"
129,HRX by Hrithik Roshan,Antimicrobial Training T-shirt,HRX by Hrithik Roshan Antimicrobial Training or Gym T-shirt,Rs. 251,Rs. 899,(72% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21464616/2023/2/20/d8dfd41e-5471-4dae-9a97-d7be07eb28ec1676874004706-HRX-by-Hrithik-Roshan-Men-Tshirts-5171676874003905-1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/21464616/2023/2/20/d8dfd41e-5471-4dae-9a97-d7be07eb28ec1676874004706-HRX-by-Hrithik-Roshan-Men-Tshirts-5171676874003905-1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/21464616/2023/2/20/d8dfd41e-5471-4dae-9a97-d7be07eb28ec1676874004706-HRX-by-Hrithik-Roshan-Men-Tshirts-5171676874003905-1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/21464616/2023/2/20/d8dfd41e-5471-4dae-9a97-d7be07eb28ec1676874004706-HRX-by-Hrithik-Roshan-Men-Tshirts-5171676874003905-1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/21464616/2023/2/20/d8dfd41e-5471-4dae-9a97-d7be07eb28ec1676874004706-HRX-by-Hrithik-Roshan-Men-Tshirts-5171676874003905-1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/21464616/2023/2/20/d8dfd41e-5471-4dae-9a97-d7be07eb28ec1676874004706-HRX-by-Hrithik-Roshan-Men-Tshirts-5171676874003905-1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/21464616/2023/2/20/d8dfd41e-5471-4dae-9a97-d7be07eb28ec1676874004706-HRX-by-Hrithik-Roshan-Men-Tshirts-5171676874003905-1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/21464616/2023/2/20/d8dfd41e-5471-4dae-9a97-d7be07eb28ec1676874004706-HRX-by-Hrithik-Roshan-Men-Tshirts-5171676874003905-1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/21464616/2023/2/20/d8dfd41e-5471-4dae-9a97-d7be07eb28ec1676874004706-HRX-by-Hrithik-Roshan-Men-Tshirts-5171676874003905-1.jpg 2.8x"
130,Moda Rapido,Checked Pure Cotton T-shirt,Moda Rapido Men Beige & Red Checked Pure Cotton T-shirt,Rs. 242,Rs. 899,(73% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15606818/2021/12/22/c1148ff7-fde6-48c8-baba-8cba5c31ead11640157916459-Moda-Rapido-Men-Tshirts-7871640157915953-1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/15606818/2021/12/22/c1148ff7-fde6-48c8-baba-8cba5c31ead11640157916459-Moda-Rapido-Men-Tshirts-7871640157915953-1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/15606818/2021/12/22/c1148ff7-fde6-48c8-baba-8cba5c31ead11640157916459-Moda-Rapido-Men-Tshirts-7871640157915953-1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/15606818/2021/12/22/c1148ff7-fde6-48c8-baba-8cba5c31ead11640157916459-Moda-Rapido-Men-Tshirts-7871640157915953-1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/15606818/2021/12/22/c1148ff7-fde6-48c8-baba-8cba5c31ead11640157916459-Moda-Rapido-Men-Tshirts-7871640157915953-1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/15606818/2021/12/22/c1148ff7-fde6-48c8-baba-8cba5c31ead11640157916459-Moda-Rapido-Men-Tshirts-7871640157915953-1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/15606818/2021/12/22/c1148ff7-fde6-48c8-baba-8cba5c31ead11640157916459-Moda-Rapido-Men-Tshirts-7871640157915953-1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/15606818/2021/12/22/c1148ff7-fde6-48c8-baba-8cba5c31ead11640157916459-Moda-Rapido-Men-Tshirts-7871640157915953-1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/15606818/2021/12/22/c1148ff7-fde6-48c8-baba-8cba5c31ead11640157916459-Moda-Rapido-Men-Tshirts-7871640157915953-1.jpg 2.8x"
131,Roadster,Solid Pure Cotton T-shirt,The Roadster Lifestyle Co. Solid Pure Cotton T-shirt,Rs. 329,Rs. 599,(45% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/24917812/2023/12/6/3f43d3e9-58d3-44b4-a573-55b6dacf3b021701862540628-Roadster-Men-Tshirts-7521701862540329-1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/24917812/2023/12/6/3f43d3e9-58d3-44b4-a573-55b6dacf3b021701862540628-Roadster-Men-Tshirts-7521701862540329-1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/24917812/2023/12/6/3f43d3e9-58d3-44b4-a573-55b6dacf3b021701862540628-Roadster-Men-Tshirts-7521701862540329-1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/24917812/2023/12/6/3f43d3e9-58d3-44b4-a573-55b6dacf3b021701862540628-Roadster-Men-Tshirts-7521701862540329-1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/24917812/2023/12/6/3f43d3e9-58d3-44b4-a573-55b6dacf3b021701862540628-Roadster-Men-Tshirts-7521701862540329-1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/24917812/2023/12/6/3f43d3e9-58d3-44b4-a573-55b6dacf3b021701862540628-Roadster-Men-Tshirts-7521701862540329-1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/24917812/2023/12/6/3f43d3e9-58d3-44b4-a573-55b6dacf3b021701862540628-Roadster-Men-Tshirts-7521701862540329-1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/24917812/2023/12/6/3f43d3e9-58d3-44b4-a573-55b6dacf3b021701862540628-Roadster-Men-Tshirts-7521701862540329-1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/24917812/2023/12/6/3f43d3e9-58d3-44b4-a573-55b6dacf3b021701862540628-Roadster-Men-Tshirts-7521701862540329-1.jpg 2.8x"
132,Roadster,Drop-Shoulder Sleeves Oversized T-shirt,The Roadster Lifestyle Co. Oversized Fit Drop-Shoulder Sleeves Pure Cotton Applique T-shirt,Rs. 395,Rs. 1199,(67% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/24918786/2023/10/26/27610831-6a21-4d04-b20d-20d48f0e68d51698309618506-Roadster-Men-Tshirts-561698309617902-1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/24918786/2023/10/26/27610831-6a21-4d04-b20d-20d48f0e68d51698309618506-Roadster-Men-Tshirts-561698309617902-1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/24918786/2023/10/26/27610831-6a21-4d04-b20d-20d48f0e68d51698309618506-Roadster-Men-Tshirts-561698309617902-1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/24918786/2023/10/26/27610831-6a21-4d04-b20d-20d48f0e68d51698309618506-Roadster-Men-Tshirts-561698309617902-1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/24918786/2023/10/26/27610831-6a21-4d04-b20d-20d48f0e68d51698309618506-Roadster-Men-Tshirts-561698309617902-1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/24918786/2023/10/26/27610831-6a21-4d04-b20d-20d48f0e68d51698309618506-Roadster-Men-Tshirts-561698309617902-1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/24918786/2023/10/26/27610831-6a21-4d04-b20d-20d48f0e68d51698309618506-Roadster-Men-Tshirts-561698309617902-1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/24918786/2023/10/26/27610831-6a21-4d04-b20d-20d48f0e68d51698309618506-Roadster-Men-Tshirts-561698309617902-1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/24918786/2023/10/26/27610831-6a21-4d04-b20d-20d48f0e68d51698309618506-Roadster-Men-Tshirts-561698309617902-1.jpg 2.8x"
133,HRX by Hrithik Roshan,Men Solid T-shirt,HRX by Hrithik Roshan Men Solid T-shirt,Rs. 495,Rs. 799,(38% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/23542680/2023/12/19/aaacf006-0668-4364-9178-9565bb8a0fb21702966428807-HRX-by-Hrithik-Roshan-Men-Tshirts-8701702966428435-1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/23542680/2023/12/19/aaacf006-0668-4364-9178-9565bb8a0fb21702966428807-HRX-by-Hrithik-Roshan-Men-Tshirts-8701702966428435-1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/23542680/2023/12/19/aaacf006-0668-4364-9178-9565bb8a0fb21702966428807-HRX-by-Hrithik-Roshan-Men-Tshirts-8701702966428435-1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/23542680/2023/12/19/aaacf006-0668-4364-9178-9565bb8a0fb21702966428807-HRX-by-Hrithik-Roshan-Men-Tshirts-8701702966428435-1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/23542680/2023/12/19/aaacf006-0668-4364-9178-9565bb8a0fb21702966428807-HRX-by-Hrithik-Roshan-Men-Tshirts-8701702966428435-1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/23542680/2023/12/19/aaacf006-0668-4364-9178-9565bb8a0fb21702966428807-HRX-by-Hrithik-Roshan-Men-Tshirts-8701702966428435-1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/23542680/2023/12/19/aaacf006-0668-4364-9178-9565bb8a0fb21702966428807-HRX-by-Hrithik-Roshan-Men-Tshirts-8701702966428435-1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/23542680/2023/12/19/aaacf006-0668-4364-9178-9565bb8a0fb21702966428807-HRX-by-Hrithik-Roshan-Men-Tshirts-8701702966428435-1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/23542680/2023/12/19/aaacf006-0668-4364-9178-9565bb8a0fb21702966428807-HRX-by-Hrithik-Roshan-Men-Tshirts-8701702966428435-1.jpg 2.8x"
134,VEIRDO,Men Camouflage Printed Loose T-shirt,VEIRDO Men White Camouflage Printed Oversized  Cotton T-shirt,Rs. 362,Rs. 1099,(67% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17868156/2022/4/12/4084bedc-aa91-40c8-bed9-e8e74bbdd5f31649779743002VEIRDOMenWhiteCamouflagePrintedMonochromeLooseT-shirt1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/17868156/2022/4/12/4084bedc-aa91-40c8-bed9-e8e74bbdd5f31649779743002VEIRDOMenWhiteCamouflagePrintedMonochromeLooseT-shirt1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/17868156/2022/4/12/4084bedc-aa91-40c8-bed9-e8e74bbdd5f31649779743002VEIRDOMenWhiteCamouflagePrintedMonochromeLooseT-shirt1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/17868156/2022/4/12/4084bedc-aa91-40c8-bed9-e8e74bbdd5f31649779743002VEIRDOMenWhiteCamouflagePrintedMonochromeLooseT-shirt1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/17868156/2022/4/12/4084bedc-aa91-40c8-bed9-e8e74bbdd5f31649779743002VEIRDOMenWhiteCamouflagePrintedMonochromeLooseT-shirt1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/17868156/2022/4/12/4084bedc-aa91-40c8-bed9-e8e74bbdd5f31649779743002VEIRDOMenWhiteCamouflagePrintedMonochromeLooseT-shirt1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/17868156/2022/4/12/4084bedc-aa91-40c8-bed9-e8e74bbdd5f31649779743002VEIRDOMenWhiteCamouflagePrintedMonochromeLooseT-shirt1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/17868156/2022/4/12/4084bedc-aa91-40c8-bed9-e8e74bbdd5f31649779743002VEIRDOMenWhiteCamouflagePrintedMonochromeLooseT-shirt1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/17868156/2022/4/12/4084bedc-aa91-40c8-bed9-e8e74bbdd5f31649779743002VEIRDOMenWhiteCamouflagePrintedMonochromeLooseT-shirt1.jpg 2.8x"
135,NEVER LOSE,Men Compression T-shirt,NEVER LOSE Raglan Sleeves Compression T-shirt,Rs. 433,Rs. 1399,(69% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/25799086/2023/12/5/1d272cb4-27fa-4600-901f-8c420653e2981701775684431NEVERLOSEMenBlackCompressionT-shirt1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/25799086/2023/12/5/1d272cb4-27fa-4600-901f-8c420653e2981701775684431NEVERLOSEMenBlackCompressionT-shirt1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/25799086/2023/12/5/1d272cb4-27fa-4600-901f-8c420653e2981701775684431NEVERLOSEMenBlackCompressionT-shirt1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/25799086/2023/12/5/1d272cb4-27fa-4600-901f-8c420653e2981701775684431NEVERLOSEMenBlackCompressionT-shirt1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/25799086/2023/12/5/1d272cb4-27fa-4600-901f-8c420653e2981701775684431NEVERLOSEMenBlackCompressionT-shirt1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/25799086/2023/12/5/1d272cb4-27fa-4600-901f-8c420653e2981701775684431NEVERLOSEMenBlackCompressionT-shirt1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/25799086/2023/12/5/1d272cb4-27fa-4600-901f-8c420653e2981701775684431NEVERLOSEMenBlackCompressionT-shirt1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/25799086/2023/12/5/1d272cb4-27fa-4600-901f-8c420653e2981701775684431NEVERLOSEMenBlackCompressionT-shirt1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/25799086/2023/12/5/1d272cb4-27fa-4600-901f-8c420653e2981701775684431NEVERLOSEMenBlackCompressionT-shirt1.jpg 2.8x"
136,HERE&NOW,Polo Collar Cotton Pure Cotton T-shirt,HERENOW Men Navy Polo Collar Cotton Pure Cotton T-shirt,Rs. 696,Rs. 995,(30% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/1964372/2017/10/17/11508221089235-HERENOW-Men-Navy-Solid-Polo-Collar-T-shirt-2601508221089090-1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/1964372/2017/10/17/11508221089235-HERENOW-Men-Navy-Solid-Polo-Collar-T-shirt-2601508221089090-1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/1964372/2017/10/17/11508221089235-HERENOW-Men-Navy-Solid-Polo-Collar-T-shirt-2601508221089090-1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/1964372/2017/10/17/11508221089235-HERENOW-Men-Navy-Solid-Polo-Collar-T-shirt-2601508221089090-1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/1964372/2017/10/17/11508221089235-HERENOW-Men-Navy-Solid-Polo-Collar-T-shirt-2601508221089090-1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/1964372/2017/10/17/11508221089235-HERENOW-Men-Navy-Solid-Polo-Collar-T-shirt-2601508221089090-1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/1964372/2017/10/17/11508221089235-HERENOW-Men-Navy-Solid-Polo-Collar-T-shirt-2601508221089090-1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/1964372/2017/10/17/11508221089235-HERENOW-Men-Navy-Solid-Polo-Collar-T-shirt-2601508221089090-1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/1964372/2017/10/17/11508221089235-HERENOW-Men-Navy-Solid-Polo-Collar-T-shirt-2601508221089090-1.jpg 2.8x"
137,Mast & Harbour,Striped Polo Collar T-shirt,Mast & Harbour Men Teal Blue & Yellow Striped Cotton Polo Collar T-shirt,Rs. 629,Rs. 1399,(55% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13345538/2021/3/18/7c7b3bce-a488-4e56-a822-a7c18bf64e041616067375064-Mast--Harbour-Men-Teal-Striped-Polo-Collar-T-shirt-311161606-1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/13345538/2021/3/18/7c7b3bce-a488-4e56-a822-a7c18bf64e041616067375064-Mast--Harbour-Men-Teal-Striped-Polo-Collar-T-shirt-311161606-1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/13345538/2021/3/18/7c7b3bce-a488-4e56-a822-a7c18bf64e041616067375064-Mast--Harbour-Men-Teal-Striped-Polo-Collar-T-shirt-311161606-1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/13345538/2021/3/18/7c7b3bce-a488-4e56-a822-a7c18bf64e041616067375064-Mast--Harbour-Men-Teal-Striped-Polo-Collar-T-shirt-311161606-1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/13345538/2021/3/18/7c7b3bce-a488-4e56-a822-a7c18bf64e041616067375064-Mast--Harbour-Men-Teal-Striped-Polo-Collar-T-shirt-311161606-1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/13345538/2021/3/18/7c7b3bce-a488-4e56-a822-a7c18bf64e041616067375064-Mast--Harbour-Men-Teal-Striped-Polo-Collar-T-shirt-311161606-1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/13345538/2021/3/18/7c7b3bce-a488-4e56-a822-a7c18bf64e041616067375064-Mast--Harbour-Men-Teal-Striped-Polo-Collar-T-shirt-311161606-1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/13345538/2021/3/18/7c7b3bce-a488-4e56-a822-a7c18bf64e041616067375064-Mast--Harbour-Men-Teal-Striped-Polo-Collar-T-shirt-311161606-1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/13345538/2021/3/18/7c7b3bce-a488-4e56-a822-a7c18bf64e041616067375064-Mast--Harbour-Men-Teal-Striped-Polo-Collar-T-shirt-311161606-1.jpg 2.8x"
